Projeto;Ementa;Palavras-chave;Promoventes
PL 111/2002;"""DISPÕE SOBRE A CRIAÇÃO DA FORÇA VOLUNTÁRIA  AUXILIAR PARA POLICIAMENTO COMUNITÁRIO DE  QUARTEIRÕES,  E  DÁ OUTRAS PROVIDÊNCIAS.""";FORCA VOLUNTARIA AUXILIAR PARA POLICIAMENTO COMUNITARIO DE QUARTEIROES | GUARDA CIVIL METROPOLITANA | IDENTIFICACAO | NAO REMUNERADO | POLICIAMENTO | QUARTEIRAO | SEGURANCA PUBLICA | SERVICO COMUNITARIO | SERVICO VOLUNTARIO | VIGILANCIA | VOLUNTARIO;Ver. ANTONIO CARLOS RODRIGUES (PL)
PL 110/2002;"""INSTITUI, NO ÂMBITO  DO  MUNICÍPIO  DE  SÃO PAULO, O CORPO AUXILIAR VOLUNTÁRIO DA GUARDA CIVIL  METROPOLI- TANA, E DÁ OUTRAS PROVIDÊNCIAS.""";APOIO | CORPO AUXILIAR VOLUNTARIO DA GUARDA CIVIL METROPOLITANA | GUARDA CIVIL METROPOLITANA | IDENTIFICACAO | NAO REMUNERADO | SEGURANCA PUBLICA | SERVICO COMUNITARIO | SERVICO VOLUNTARIO | VOLUNTARIO;Ver. ANTONIO CARLOS RODRIGUES (PL)
PL 109/2002;"""DISPÕE SOBRE A CRIAÇÃO DO CANIL DA GUARDA CIVIL  ME- TROPOLITANA, E DÁ OUTRAS PROVIDÊNCIAS.""";ADESTRAMENTO | CANIL | CANIL DA GUARDA CIVIL METROPOLITANA | CAO | GUARDA CIVIL METROPOLITANA | SEGURANCA PUBLICA;Ver. ANTONIO CARLOS RODRIGUES (PL)
PL 108/2002;DISPÕE S/ A OBRIGATORIEDADE DE INST. DE DETECTORES DE METAIS NAS PORTAS E/OU PORTÕES DE ACESSO AO PÚBL. NOS ESTÁDIOS DE FUTEBOL, GIN. DE ESPORTES, CLUBES E ASSO- CIAÇÕES DESP. E DEMAIS ESTAB. COMERCIAIS E/OU DE FRE- QÜÊNCIA PÚBL. QUE ESPECIFICA, E DÁ OUTRAS PROVS.;ALVARA DE LOCALIZACAO E FUNCIONAMENTO | CASA DE ESPETACULOS | CENTRO COMERCIAL | CLUBE | DETECTOR | ENTRADA | ESTABELECIMENTO COMERCIAL | ESTADIO | GINASIO | JOALHERIA | LOCAL PUBLICO | LOJA DE DEPARTAMENTO | METAL | SUPERMERCADO;Ver. ANTONIO CARLOS RODRIGUES (PL)
PL 107/2002;"""DISPÕE SOBRE A OBRIGATORIEDADE DE INSTALAÇÃO DE POS- TOS DE VIGILÂNCIA  DA  GUARDA CIVIL METROPOLITANA NAS VIAS MARGINAIS E OUTRAS QUE ESPECIFICA, E  DÁ  OUTRAS PROVIDÊNCIAS.""";ALCANTARA MACHADO ( AVENIDA ) | ARICANDUVA ( AVENIDA ) | BANDEIRANTES ( AVENIDA DOS ) | CAETANO ALVARES ( AVENIDA ENGENHEIRO ) | CAMPO LIMPO ( ESTRADA DO ) ( JARDIM SAO LUIS ) | CANTIDIO SAMPAIO ( AVENIDA DEPUTADO ) | CORIFEU DE AZEVEDO MARQUES ( AVENIDA ) | CUPECE ( AVENIDA ) | ESTADO ( AVENIDA DO ) | FRANCISCO MORATO ( AVENIDA PROFESSOR ) | GUARDA CIVIL METROPOLITANA | INAJAR DE SOUSA ( AVENIDA ) | ITAPECERICA ( ESTRADA DE ) | ITAQUERA ( AVENIDA ) | JACU PESSEGO / NOVA TRABALHADORES ( AVENIDA ) | LUIS INACIO ANHAIA MELO ( AVENIDA PROFESSOR ) | MARGINAL DO RIO PINHEIROS ( COMPLEXO VIARIO ) | MARGINAL DO RIO TIETE ( COMPLEXO VIARIO ) | M'BOI MIRIM ( ESTRADA ) | NOSSA SENHORA DO SABARA ( AVENIDA ) | POSTO DA GUARDA CIVIL METROPOLITANA | RADIAL LESTE ( COMPLEXO VIARIO ) | RAIMUNDO PEREIRA DE MAGALHAES ( AVENIDA ) | SALIM FARAH MALUF ( AVENIDA ) | SAO MIGUEL ( AVENIDA ) | SAPOPEMBA ( AVENIDA ) | SEGURANCA PUBLICA | SEZEFREDO FAGUNDES ( AVENIDA CORONEL ) | TEOTONIO VILELA ( AVENIDA SENADOR ) | TITO ( AVENIDA MARECHAL ) | VIA MARGINAL | VOLUNTARIOS DA PATRIA ( RUA );Ver. ANTONIO CARLOS RODRIGUES (PL)
PL 106/2002;"[VTA07]         SOBRE A PROIBIÇÃO DA MANUTENÇÃO, CONFINAMEN- TO, TRANSPORTE, ADESTRAMENTO E EXIBIÇÃO DE ANIMAIS DA FAUNA SILVESTRE, NATIVA OU QUALQUER OUTRA ESPÉCIE  EM ESPETÁCULOS CIRCENSES E CASAS DE ESPETÁCULOS E DÁ OU- TRAS PROVIDÊNCIAS'.""";ANIMAL | ANIMAL DOMESTICO | CASA DE ESPETACULOS | CIRCO | FAUNA SILVESTRE | PROIBICAO | PROTECAO AOS ANIMAIS;Ver. AUGUSTO CAMPOS (PT)
PL 105/2002;"""DISPÕE SOBRE A ALTERAÇÃO DE ZONEAMENTO  E  DÁ OUTRAS PROVIDÊNCIAS."" (MUDA DE Z-6/051 PARA Z-2 ÁREA COMPREENDIDA ENTRE  AS RUAS ARLINDO BÉTIO E CÍSPER.)";ALTERACAO | ARLINDO BETTIO ( RUA ) | ERMELINO MATARAZZO ( DISTRITO ) | EXCLUSAO | HELENIRA DE RESENDE ( AVENIDA ) | JARDIM KERALUX | PERIMETRO DE ZONA | Z2 | Z6-051 | ZONEAMENTO;Ver. ANA MARTINS (PC DO B)
PL 104/2002;"""DISPÕE SOBRE A CRIAÇÃO, NO ÂMBITO  DO  MUNICÍPIO  DE SÃO PAULO, EM TODAS AS UNIDADES PÚBLICAS, DE REGISTRO DA DEMANDA POPULACIONAL NÃO ATENDIDA E DÁ OUTRAS PRO- VIDÊNCIAS.""";ATENDIMENTO | DEMANDA | ORGAOS MUNICIPAIS | POPULACAO | REGISTRO | SERVICOS PUBLICOS;Ver. ANA MARTINS (PC DO B)
PL 103/2002;"""INSTITUI O 'DIA DA IMIGRAÇÃO LIBANESA', E  A  INCLUI NO CALENDÁRIO OFICIAL DE DATAS E EVENTOS DO MUNICÍPIO DE SÃO PAULO, E DÁ OUTRAS PROVIDÊNCIAS.""";CALENDARIO OFICIAL DE EVENTOS | DATA COMEMORATIVA | DIA DA IMIGRACAO LIBANESA;Ver. PAULO FRANGE (MDB)
PL 102/2002;OBRIGA AS ESCOLAS MUNICIPAIS A ADOTAREM MEDIDAS  PARA QUE OS ALUNOS NÃO SEJAM OBRIGADOS  A  TRANSPORTAR MO- CHILAS OU SIMILARES COM PESO SUPERIOR A  10%  DA RES- PECTIVA MASSA CORPÓREA, BEM COMO ORIENTAR S/  MALEFÍ- CIOS DECORRENTES DO EXCESSO DE PESO NAS MOCHILAS.;BOLSA | COLUNA VERTEBRAL | DOENCA | ENSINO MUNICIPAL | ESCOLA MUNICIPAL | ESTUDANTE | MATERIAL ESCOLAR | MOCHILA | ORIENTACAO | PESO | PREVENCAO;Ver. RAUL CORTEZ (CIDADANIA)
PL 101/2002;DISPÕE SOBRE A CRIAÇÃO DE EMPREGOS PÚBLICOS DE  MÉDI- CO, ENFERMEIRO E AUXILIAR ADMINISTRATIVO - ÁREA ADMI- NISTRAÇÃO GERAL, NO QUADRO DAS AUTARQUIAS  HOSPITALA- RES MUNICIPAIS REGIONAIS, INSTITUÍDAS PELA LEI 13.271 DE 2002, E DÁ OUTRAS PROVIDÊNCIAS. (em regime de urgência);AUTARQUIA HOSPITALAR MUNICIPAL | AUXILIAR TECNICO ADMINISTRATIVO | CARGO | CONCURSO PUBLICO | CRIACAO | EMPREGO PUBLICO | ENFERMEIRO | GRATIFICACAO ESPECIAL PELA PRESTACAO DE SERVICOS ASSISTENCIAIS EM SAUDE | LEI 11.716/1995 | LEI 13.271/2002 | LEI 13.355/2002 | MEDICO | PROVIMENTO DE CARGO | QUADRO DAS AUTARQUIAS HOSPITALARES MUNICIPAIS REGIONAIS;Executivo - MARTA SUPLICY
PL 100/2002;"""DISPÕE SOBRE  A  REALIZAÇÃO  DE  CURSO  DE  FORMAÇÃO TÉCNICO-PROFISSIONAL E CAPACITAÇÃO FÍSICA, DURANTE  O PERÍODO DE ESTÁGIO PROBATÓRIO, PARA OS  TITULARES  DE CARGOS DE GUARDA CIVIL METROPOLITANO  E  DE 2. INSPE- TOR, E DÁ OUTRAS PROVIDÊNCIAS."" (em regime de urgência)";AFASTAMENTO | ALTERACAO | CURSO DE FORMACAO | DERROGACAO | ESTAGIO PROBATORIO | GUARDA CIVIL METROPOLITANA | GUARDA CIVIL METROPOLITANO | HABILITACAO PROFISSIONAL | LEI 11.715/1995 | SEGUNDO INSPETOR | SERVIDOR | TREINAMENTO;Executivo - MARTA SUPLICY
PL 99/2002;CRIA OS CARGOS QUE ESPECIFICA NO QUADRO DOS   PROFIS- SIONAIS DA SAÚDE, E DÁ OUTRAS PROVIDÊNCIAS. (em regime de urgência);ALTERACAO | AUXILIAR DE SERVICOS DE SAUDE - AREA ZOONOSES | BIOLOGO | CARGO | CONCURSO DE ACESSO | CONCURSO PUBLICO | CRIACAO | DENGUE | LEI 11.410/1993 | QUADRO DOS PROFISSIONAIS DE SAUDE;Executivo - MARTA SUPLICY
PL 98/2002;"""INTRODUZ MODIFICAÇÕES  EM  DISPOSITIVOS  DA  LEI  N. 8.989, DE 29 DE OUTUBRO DE 1979."" (REF. A PROVIMENTO DE CARGOS,  ESTÁGIO  PROBATÓRIO  E PRAZOS PARA POSSE E INÍCIO DE EXERCÍCIO.) (em regime de urgência)";ALTERACAO | CURSO DE FORMACAO | ESTAGIO PROBATORIO | EXERCICIO EFETIVO | EXONERACAO | HABILITACAO PROFISSIONAL | LEI 08.989/1979 | POSSE | PRAZO | SERVIDOR EFETIVO;Executivo - MARTA SUPLICY
PL 97/2002;"""DISPÕE SOBRE NORMAS GERAIS  PARA  A  REALIZAÇÃO  DOS CONCURSOS PÚBLICOS  DE  INGRESSO PARA  PROVIMENTO  DE CARGOS EFETIVOS  E  EMPREGOS PÚBLICOS  NO  ÂMBITO  DA ADMINISTRAÇÃO PÚBLICA MUNICIPAL DIRETA E INDIRETA,  E DÁ OUTRAS PROVIDÊNCIAS."" (em regime de urgência)";ACESSO FUNCIONAL | CARGO EFETIVO | CMSP | CONCURSO PUBLICO | DECRETO 17.813/1982 | DECRETO 29.179/1990 | DECRETO 33.735/1993 | EDITAL | EMPREGO PUBLICO | ESTRANGEIRO | HOMOLOGACAO | INSCRICAO | INSCRICAO EX OFFICIO | INTERPOSICAO DE RECURSO | LEI 13.758/2004 | PORTUGUESES | PRAZO | PROVIMENTO DE CARGO | REVOGACAO | SERVIDOR | TRIBUNAL DE CONTAS DO MUNICIPIO;Executivo - MARTA SUPLICY
PL 96/2002;"""ESTABELECE A OBRIGATORIEDADE DO FORNECIMENTO DE  CA- NUDOS DESCARTÁVEIS,  EMBALADOS  INDIVIDUALMENTE,  NOS ESTABELECIMENTOS QUE ESPECIFICA,  E  DÁ  OUTRAS  PRO- VIDÊNCIAS.""             ***   APENSADO EM 12/04/2002 AO PL 40/2002   ***";BAR | CANUDO | EMBALAGEM | EMBALAGEM INDIVIDUAL | HIGIENE | LANCHONETE | PRODUTO DESCARTAVEL | RESTAURANTE;Ver. EDIVALDO ESTIMA (CIDADANIA)
PL 95/2002;"""ACRESCENTA ARTIGO À LEI 10.898, DE 6 DE DEZEMBRO  DE 1990, E DÁ OUTRAS PROVIDÊNCIAS."" (OBRIGA À COLOCAÇÃO DE PLACA INFORMANDO SOBRE AUTORI- ZAÇÃO PARA FECHAMENTO DA VIA.)";ALTERACAO | AUTORIZACAO | CIRCULACAO | FECHAMENTO | LEI 10.898/1990 | PEDESTRE | PLACA | RESTRICAO | RUA PARTICULAR | RUA SEM SAIDA | USO RESIDENCIAL | VIA PUBLICA | VILA RESIDENCIAL | VISIBILIDADE;Ver. RICARDO MONTORO (PSDB)
PL 94/2002;"""DISPÕE SOBRE  A  CRIAÇÃO  DE  FEIRAS LIVRES NOTURNAS DESTINADAS À COMERCIALIZAÇÃO DE PRODUTOS  HORTIFRUTI- GRANJEIROS E AFINS.""";FEIRA LIVRE | FUNCIONAMENTO | HORARIO NOTURNO;Ver. ELISEU GABRIEL (PSB)
PL 93/2002;"""INSTITUI NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO O  PRO- GRAMA MUNICIPAL DE PREVENÇÃO DE QUEDAS DE PESSOAS DAS LAJES E OUTRAS ESTRUTURAS.""";ACIDENTE | ADOLESCENTE | CRIANCA | EDIFICIO | LAJE | PREVENCAO | PROGRAMA MUNICIPAL DE PREVENCAO QUEDAS DE PESSOAS | TELHADO;Ver. CARLOS BEZERRA JR. (PSD)
PL 92/2002;"""PROÍBE A DISCRIMINAÇÃO POR USO DE TATUAGENS  NO  IN- GRESSO AO SERVIÇO PÚBLICO MUNICIPAL, E DÁ OUTRAS PRO- VIDÊNCIAS.""";CANDIDATO | CONCURSO PUBLICO | DISCRIMINACAO | EDITAL | EMPREGO PUBLICO | PROIBICAO | TATUAGEM;Ver. ANTONIO CARLOS RODRIGUES (PL)
PL 91/2002;"""ESTABELECE A SUBSTITUIÇÃO  DOS  VEÍCULOS  DE   MOTOR DIANTEIRO QUE OPERAM NO SISTEMA DE TRANSPORTE COLETI- VO POR ÔNIBUS NO MUNICÍPIO DE SÃO PAULO POR OUTROS DE MOTOR TRASEIRO E DÁ OUTRAS PROVIDÊNCIAS.""";FROTA | LEI 13.542/2003 | LOCALIZACAO | MOTORES DE VEICULOS | ONIBUS | PRAZO | SISTEMA DE TRANSPORTES | SUBSTITUICAO | TRANSPORTE COLETIVO | VEICULOS;Ver. ALCIDES AMAZONAS (PC DO B)
PL 90/2002;"""ESTENDE AS GRATIFICAÇÕES POR DESENVOLVIMENTO  EDUCA- CIONAL, INSTITUÍDAS PELAS LEIS  N. 13.273  E  13.274, AMBAS DE 4 DE JANEIRO DE 2002, AOS SERVIDORES QUE ES- PECIFICA E DÁ OUTRAS PROVIDÊNCIAS""";ALTERACAO | CRECHE | GRATIFICACAO POR DESENVOLVIMENTO EDUCACIONAL | LEI 13.273/2002 | LEI 13.274/2002 | PAGAMENTO | PRAZO | SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL | SECRETARIA MUNICIPAL DE EDUCACAO | SERVIDOR | SERVIDOR APOSENTADO | SERVIDOR DO ENSINO | VALOR;Ver. CLAUDIO FONSECA (CIDADANIA)
PL 89/2002;"[VTA05]              OBRIGATORIEDADE DE DIVULGAÇÃO DOS  CUS- TOS DECORRENTES DE PRODUÇÃO E VEICULAÇÃO  DAS  MENSA- GENS PUBLICITÁRIAS DO PODER PÚBLICO  MUNICIPAL  E  DÁ OUTRAS PROVIDÊNCIAS.""";CUSTO | DIVULGACAO | GASTOS PUBLICITARIOS | PRODUCAO | PUBLICIDADE MUNICIPAL | TIRAGEM | VEICULACAO PUBLICITARIA;Ver. CLAUDIO FONSECA (CIDADANIA)
PL 88/2002;"""DISPÕE SOBRE MONUMENTO  EM  HONRA  DO  'APÓSTOLO SÃO PAULO' NO MUNICÍPIO DE SÃO PAULO  E  DÁ OUTRAS PROVI- DÊNCIAS.""";ESTATUA | HOMENAGEM | MONUMENTO | PRACA PUBLICA | SAO PAULO APOSTOLO | ZONA CENTRO;Ver. CLAUDIO FONSECA (CIDADANIA)Ver. POLICE (PSD)
PL 87/2002;"""DISPÕE SOBRE A CAMPANHA DE PREVENÇÃO DE DEFICIÊNCIAS VISUAIS PARA OS SERVIDORES  MUNICIPAIS  E  DÁ  OUTRAS PROVIDÊNCIAS.""";CAMPANHA DE PREVENCAO DE DEFICIENCIAS VISUAIS | DEFICIENCIA VISUAL | EXAME OFTALMOLOGICO | PESSOA COM DEFICIENCIA | PREVENCAO | SERVIDOR;Ver. CLAUDIO FONSECA (CIDADANIA)Ver. POLICE (PSD)
PL 86/2002;"""DISPÕE SOBRE O USO DE UNIFORME E EQUIPAMENTOS DE SE- GURANÇA, NO TRABALHO, PELOS SERVIDORES MUNICIPAIS  EM EXERCÍCIO NAS UNIDADES  DA  SECRETARIA  MUNICIPAL  DE EDUCAÇÃO E DÁ OUTRAS PROVIDÊNCIAS.""";DISPOSITIVO DE SEGURANCA | ESCOLA MUNICIPAL | HIGIENE DO TRABALHO | SEGURANCA DO TRABALHO | SERVIDOR DO ENSINO | UNIFORME | VIGILANCIA;Ver. CLAUDIO FONSECA (CIDADANIA)
PL 85/2002;"""DISPÕE SOBRE A ADOÇÃO DO 'AMARELO INTERMITENTE'  NOS SEMÁFOROS DO MUNICÍPIO, E DÁ OUTRAS PROVIDÊNCIAS.""";CRUZAMENTO DE LOGRADOUROS | FUNCIONAMENTO | HORARIO | HORARIO NOTURNO | LIMITACAO | SEGURANCA | SEMAFORO | SEMAFORO DE ADVERTENCIA | VELOCIDADE;Ver. CLAUDIO FONSECA (CIDADANIA)
PL 84/2002;"""INCENTIVA A DOAÇÃO DE EXEMPLARES DE OBRAS OU  LIVROS EDITADOS À BIBLIOTECA PÚBLICA MUNICIPAL  E  DÁ OUTRAS PROVIDÊNCIAS.""";BIBLIOTECA PUBLICA | DOACAO | EDITORA | ESCOLA MUNICIPAL | LIVRO | MAPA | OBRA LITERARIA | OBRA MUSICAL | PERIODO | PROGRAMA DE INCENTIVO AS EDITORAS | PUBLICIDADE;Ver. ANA MARTINS (PC DO B)
PL 83/2002;"""DISPÕE SOBRE MEDIDAS PARA INIBIR O DESCARTE DE  GAR- RAFAS PLÁSTICAS NAS RUAS, CÓRREGOS E RIOS DO  MUNICÍ- PIO DE SÃO PAULO.""";ADVERTENCIA | CORREGO | DENGUE | DESCARTE | EMBALAGEM | GARRAFA | MATERIAL PLASTICO | MATERIAL RECICLAVEL | MEIO AMBIENTE | PRODUTO DESCARTAVEL | PROIBICAO | PROTECAO AMBIENTAL | RECICLAGEM | RECIPIENTE PLASTICO | RIO | RISCOS | TERRENO BALDIO | VEICULACAO PUBLICITARIA | VIA PUBLICA;Ver. CARLOS BEZERRA JR. (PSD)
PL 82/2002;"""DISPÕE SOBRE NOVA DENOMINAÇÃO DA AV. ÁGUA ESPRAIADA"" (MUDA PARA AV. PRESIDENTE GETÚLIO VARGAS.)";ADMINISTRACAO REGIONAL DE SANTO AMARO | AGUA ESPRAIADA ( AVENIDA ) | ALTERACAO | DENOMINACAO | GETULIO VARGAS ( AVENIDA PRESIDENTE ) | LOGRADOURO PUBLICO | SANTO AMARO ( DISTRITO );Ver. ELISEU GABRIEL (PSB)
PL 81/2002;"""DISPÕE SOBRE A DENOMINAÇÃO DE LOGRADOURO PÚBLICO."" (DENOMINA PAULO VIRIATO CORRÊA DA COSTA PRAÇA NA CON- FLUÊNCIA DAS RUAS FELÍCIO TARABAY E ANTÔNIO FLÁQUER - VILA MAZZEI.)";ADMINISTRACAO REGIONAL DE SANTANA | ANTONIO FLAQUER ( RUA ) | DENOMINACAO | FELICIO TARABAI ( RUA ) | LOGRADOURO PUBLICO | PAULO VIRIATO CORREA DA COSTA ( PRACA ) | PRACA PUBLICA | TUCURUVI ( DISTRITO ) | VILA MAZZEI;Ver. ELISEU GABRIEL (PSB)
PL 80/2002;"""DISPÕE SOBRE NORMAS DE EXECUÇÃO ORÇAMENTÁRIA.""";AUTORIZACAO | CMSP | EXECUCAO ORCAMENTARIA | ORCAMENTO | PERCENTAGEM | REMANEJAMENTO | UNIDADE ORCAMENTARIA;Ver. ELISEU GABRIEL (PSB)
PL 79/2002;"""'DISPÕE SOBRE UM PLANO CONJUNTO ENTRE AS SECRETARIAS DA SAÚDE E DA EDUCAÇÃO, OBJETIVANDO EXAMES MÉDICOS DE ROTINA EM CRIANÇAS RESIDENTES EM BOLSÕES DE  POBREZA, MATRICULADOS NA REDE MUNICIPAL DE ESCOLAS E  CRECHES, COM ÊNFASE NO PERÍODO DE VOLTA ÀS AULAS.""";CRECHE | CRIANCA | ENSINO MUNICIPAL | ESTUDANTE CARENTE | EXAME MEDICO | PREVENCAO | SECRETARIA MUNICIPAL DA SAUDE | SECRETARIA MUNICIPAL DE EDUCACAO;Ver. ELISEU GABRIEL (PSB)
PL 78/2002;"""DISPÕE SOBRE A OBRIGATORIEDADE DA FIXAÇÃO DE  ADESI- VOS COM O NÚMERO DA LINHA TELEFÔNICA DO DISQUE DENÚN- CIA EM APARELHOS DE TELEFONE  PÚBLICO,  E  DÁ  OUTRAS PROVIDÊNCIAS.""";ADESIVO | COMBATE | DISQUE DENUNCIA | INSTITUTO SAO PAULO CONTRA VIOLENCIA | NUMERO DE TELEFONE | SECRETARIA DE ESTADO DA SEGURANCA PUBLICA | SEGURANCA PUBLICA | TELEFONE PUBLICO | VIOLENCIA;Ver. WILLIAM WOO (PSDB)
PL 77/2002;"""PROÍBE O USO DE MOCHILAS  OU  QUALQUER OUTRO MEIO DE TRANSPORTE DE MATERIAL QUE FIQUE JUNTO  AO  CORPO  DO MOTOCICLISTA NA CIDADE DE SÃO PAULO.""";BOLSA | MOCHILA | MOTOCICLISTA | MOTOFRETE | PROIBICAO | SEGURANCA | UTILIZACAO;Ver. HUMBERTO MARTINS (PDT)
PL 76/2002;"""DENOMINA TRAVESSA TEREZINHA BILIA CÂMARA,  O  LOGRA- DOURO PÚBLICO INOMINADO NA RUA MIRANTE - VILA CALU  - CAMPO LIMPO CADLOG 38544-1.""";ADMINISTRACAO REGIONAL DE CAMPO LIMPO | CAMPO LIMPO ( DISTRITO ) | DENOMINACAO | JARDIM ANGELA ( DISTRITO ) | LOGRADOURO PUBLICO | MIRANTE ( RUA ) | TERESINHA BILIA CAMARA ( TRAVESSA ) | VILA CALU;Ver. ANTONIO CARLOS RODRIGUES (PL)
PL 75/2002;"""CRIA NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO O  PROGRAMA CESTÃO DE MEDICAMENTOS, E DÁ OUTRAS PROVIDÊNCIAS.""";COLETA | DISTRIBUICAO | DISTRIBUICAO GRATUITA | DOACAO | INDUSTRIA FARMACEUTICA | INSTITUICAO ASSISTENCIAL | INSTITUICAO BENEFICENTE | MEDICAMENTOS | PROGRAMA CESTAO DE MEDICAMENTOS;Ver. ANTONIO CARLOS RODRIGUES (PL)
PL 74/2002;"[VTA07]          AUTORIZA O EXEC.  A CONCEDER PRÓ-LABORE, NO VALOR E NAS CONDIÇÕES QUE ESTABELECE, PARA OS POLICIAIS MI- LITARES E CIVIS PERTENCENTES AO EFETIVO  DO  POLICIA- MENTO OSTENSIVO DA CIDADE.""";CABO ( MILITAR ) | GRATIFICACAO | POLICIAL CIVIL | POLICIAL MILITAR | POLICIAMENTO | PRO LABORE | SAO PAULO ( MUNICIPIO ) | SEGURANCA PUBLICA | SOLDADO;Ver. WILLIAM WOO (PSDB)
PL 73/2002;"""'DENOMINA SANTO ALBERICO CRESCITELLI A RUA PADRE AL- BERICO CRESCITELLI, LOCALIZADO  NA  VILA MISSIONÁRIA, SÃO PAULO.'""";ADMINISTRACAO REGIONAL DE CIDADE ADEMAR | ALTERACAO | BEM AVENTURADO ALBERICO CRESCITELLI ( RUA ) | CIDADE ADEMAR ( DISTRITO ) | DENOMINACAO | LOGRADOURO PUBLICO | SANTO ALBERICO CRESCITELLI ( RUA ) | VILA MISSIONARIA;Ver. ARSELINO TATTO (PT)
PL 72/2002;[VTA07]                SOBRE PROTEÇÃO COM TAMPA PLÁSTICA  EM TODAS BEBIDAS ENLATADAS COMERCIALIZADAS NO ÂMBITO MU- NICÍPIO DE SÃO PAULO;ALIMENTO CONTAMINADO | BEBIDA | COMERCIALIZACAO | DOENCA | EMBALAGEM | HIGIENE | LACRE | LATA | PREVENCAO | PRODUTO DESCARTAVEL | PROTECAO | TAMPA | TRANSMISSAO DE DOENCAS;Ver. EDIVALDO ESTIMA (CIDADANIA)
PL 71/2002;"[VTA07]       ""DENOM. R. AURELIANO RODRIGUES DE OLIVEIRA LO- GRADOURO PÚBLICO EXISTENTE NO TÉRMINO DA RUA  OLÍMPIO PEREIRA  NO  JARDIM LETÍCIA  -  CAMPO LIMPO -  CADLOG 40477-2.""";ADMINISTRACAO REGIONAL DE CAMPO LIMPO | AURELIANO RODRIGUES DE OLIVEIRA ( RUA ) | CAMPO LIMPO ( DISTRITO ) | DENOMINACAO | JARDIM LETICIA | JARDIM SAO LUIS ( DISTRITO ) | LOGRADOURO PUBLICO | OLIMPIO PEREIRA ( RUA );Ver. ANTONIO CARLOS RODRIGUES (PL)
PL 70/2002;"""DENOMINA TRAVESSA PEDRO JOSÉ RODRIGUES, O LOGRADOURO EXISTENTE ENTRE AS RUAS MARUJAL E FIDENZA  -  CHÁCARA SANTA MARIA - CADLOG 312851""";ADMINISTRACAO REGIONAL DE CAMPO LIMPO | CAMPO LIMPO ( DISTRITO ) | CAPAO REDONDO ( DISTRITO ) | CHACARA SANTA MARIA | DENOMINACAO | FIDENZA ( RUA ) | LOGRADOURO PUBLICO | MARUJAL ( RUA ) | PEDRO JOSE RODRIGUES ( TRAVESSA );Ver. ANTONIO CARLOS RODRIGUES (PL)
PL 69/2002;"[VTA07]        ""DENOMINA AV. LUCAS TEISEN, O TRECHO  DA  AV. INOMINADA, LOCALIZADA ENTRE  AS  RUAS MANOEL HOMEM DE ANDRADE  E  AFONSO VIDAL,  NO  JARDIM SANTO ANTONIO - CADLOG 69476-4""";ADMINISTRACAO REGIONAL DE CAMPO LIMPO | AFONSO VIDAL ( RUA ) | DENOMINACAO | JARDIM SANTO ANTONIO ( VILA ANDRADE ) | LOGRADOURO PUBLICO | LUCAS TEISEN ( AVENIDA ) | MANUEL HOMEM DE ANDRADE ( RUA ) | VILA ANDRADE ( DISTRITO );Ver. ANTONIO CARLOS RODRIGUES (PL)
PL 68/2002;DÁ NOVA REDAÇÃO AO PAR. 4. DO ART. 1. E  AO  INCISO I DO ART. 3., AMBOS DA LEI N. 13.253, DE 27/12/01,  QUE FIXA O VALOR DA MENOR REMUNERAÇÃO BRUTA MENSAL A  SER PAGA AOS SERVIDORES MUNICIPAIS QUE ESPECIFICA, DISPÕE SOBRE CONCESSÃO DE ABONO, E DÁ OUTRAS PROVIDÊNCIAS. (em regime de urgência);ABONO | ALTERACAO | JORNADA DE TRABALHO | LEI 13.253/2001 | PISO SALARIAL | SERVIDOR | SERVIDOR APOSENTADO | VENCIMENTOS;Executivo - MARTA SUPLICY
PL 67/2002;"""INSTITUI,  NO  MUNICÍPIO  DE  SÃO PAULO,  O PROGRAMA 'ADOTE SEU QUARTEIRÃO', VINCULADO A PROJETOS RELACIO- NADOS À ÁREA DE SAÚDE NO COMBATE À DENGUE.""";ACESSO | AGENTE SANITARIO | COMBATE | COMPETENCIA | DENGUE | DISTRITO DE SAUDE | FISCALIZACAO | PREVENCAO | PROGRAMA ADOTE SEU QUARTEIRAO | QUARTEIRAO | REPRESENTANTE;Ver. PAULO FRANGE (MDB)
PL 66/2002;"""'DISPÕE SOBRE ALTERAÇÃO DA REDAÇÃO DO ART. 1. DA LEI 12.813/99 E DÁ OUTRAS PROVIDÊNCIAS'."" (OFICIALIZA A FEIRA DE ARTES DE PIRITUBA, A REALIZAR- SE ANUALMENTE NO TERCEIRO DOMINGO DE OUTUBRO.)";ALTERACAO | FEIRA DE ARTES DE PIRITUBA | LEI 12.813/1999 | MOVIMENTO ECOCULTURAL | PERIODO;Ver. ELISEU GABRIEL (PSB)
