Projeto;Ementa;Palavras-chave;Promoventes
PL 660/2025;Institui o Programa Municipal de Empregabilidade e Inclusão Profissional de Pessoas Transexuais e Travestis, com foco na promoção da igualdade de oportunidades no mercado de trabalho, no Município de São Paulo.;ACOES AFIRMATIVAS | AMBIENTE DO TRABALHO | APRENDIZAGEM | ASSISTENCIA JURIDICA | ASSISTENCIA PSICOLOGICA | ATENCAO | CAMPANHA | CENTRO DA JUVENTUDE | CENTRO DE ACOLHIDA | CENTRO DE CAPACITACAO PROFISSIONAL | COLETIVO CULTURAL | COMBATE | COMUNIDADE | CONSCIENTIZACAO | CONVENIO | COTA MUNICIPAL DE EMPREGO | CREDITOS | CRIACAO | CURSO TECNICO | DESTINACAO | DIGNIDADE | DISCRIMINACAO | DISCRIMINACAO RACIAL | DIVERSIDADE CULTURAL | DIVULGACAO | EMPREENDEDORISMO | EMPREGO | EMPRESA | ENCAMINHAMENTO | ESCOLA MUNICIPAL | ESTABELECIMENTO DE ENSINO | ESTAGIO | FORMACAO PROFISSIONAL | GENERO ( SEXO ) | HABILITACAO PROFISSIONAL | IDENTIDADE | IGUALDADE | INCENTIVO FISCAL | INCLUSAO | INSERCAO | INSTITUICAO EDUCACIONAL | JUVENTUDE | MERCADO DE TRABALHO | NEGRO | OPORTUNIDADE | ORGAOS MUNICIPAIS | ORIENTACAO PROFISSIONAL | PARCERIA | PEQUENA EMPRESA | PERIFERIA URBANA | PLATAFORMA TECNOLOGICA | PMSP | PREMIO MUNICIPAL DE INCLUSAO E DIVERSIDADE NO MERCADO DE TRABALHO | PRESTACAO DE CONTAS | PROGRAMA | PROGRAMA MUNICIPAL DE EMPREGABILIDADE E INCLUSÃO PROFISSIONAL DE PESSOAS TRANSEXUAIS E TRAVESTIS | RACA | RESERVA | SECRETARIA MUNICIPAL | SECRETARIA MUNICIPAL DE ASSISTENCIA E DESENVOLVIMENTO SOCIAL | SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONOMICO | SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADANIA | SECRETARIA MUNICIPAL DE EDUCACAO | SELECAO | SOCIEDADE CIVIL | TRANSEXUALIDADE | TRANSFOBIA | TRAVESTI | VAGA | VALORIZACAO | VULNERABILIDADE;Ver. KEIT LIMA (PSOL)
PL 659/2025;Altera a Lei nº 14.485, de 19 de julho de 2007, para incluir, no Calendário de Eventos da Cidade de São Paulo, a Copa ACEESP a ser promovida anualmente no mês de outubro e dá outras providências.;ALTERACAO | ASSOCIACAO DOS CRONISTAS ESPORTIVOS DO ESTADO | CALENDARIO OFICIAL DE EVENTOS | COMPETICAO ESPORTIVA | COPA ACEESP - ASSOCIACAO DOS CRONISTAS ESPORTIVOS DO ESTADO | EVENTOS | FUTEBOL SOCIETY | LEI 14.485/2007;Ver. ELISEU GABRIEL (PSB)
PL 658/2025;Dispõe sobre a veiculação de mensagens educativas de conscientização sobre proteção, defesa e bem-estar animal nos veículos do transporte público municipal, nos táxis e no transporte particular remunerado de passageiros de utilidade pública no município de São Paulo, e dá outras providências.;ABANDONO | ADOCAO DE ANIMAL DOMESTICO | ANIMAL | ANIMAL DOMESTICO | ANUNCIO | AUTORIZACAO | CAMPANHA EDUCATIVA | CANAL DE ATENDIMENTO | CARTAZ | CASTRACAO ANIMAL | COMUNICACAO VISUAL | CONCESSIONARIA | CONSCIENTIZACAO | CONTRATO | DEFESA | DENUNCIA | DIRETRIZ | DIVULGACAO | EDITAL | EMPRESA | FIXACAO | INCENTIVO | LEI 09.605/1998 ( FEDERAL ) | LICITACAO | MENSAGEM | OBRIGATORIEDADE | ONIBUS | PAINEL ELETRONICO | PERMISSIONARIA | PESSOA FISICA | PESSOA JURIDICA | POLICIA MILITAR DO ESTADO DE SAO PAULO | PROTECAO AOS ANIMAIS | PROTETOR DE ANIMAIS DOMESTICOS | SERVICO DE ATENDIMENTO AO CIDADAO ( PMSP ) | SISTEMA DE TRANSPORTE INDIVIDUAL REMUNERADO DE PASSAGEIRO | TAXI | TECNOLOGIA DIGITAL | TRANSPORTE COLETIVO | UBER APLICATIVO | VEICULACAO PUBLICITARIA | VEICULOS PARA TRANSPORTE COLETIVO | VEICULOS PARA TRANSPORTE INDIVIDUAL DE PASSAGEIROS;Ver. DR. MURILLO LIMA (PP)
PL 657/2025;"Altera redação e acrescenta-se parágrafo à Lei 14.071, de 18 de outubro de 2005, e dá outras providências. [As penalidades por inadimplência previstas na legislação não devem
 recair sobre as cooperativas e associações gestoras dos recursos, mas apenas sobre os núcleos artísticos e respectivos membros que incorrerem em irregularidades]";ALTERACAO | APOIO | ASSOCIACOES | CONTRATO | COOPERATIVA | DANCA | DESCUMPRIMENTO | FOMENTO | INADIMPLENCIA | INCENTIVO | INSCRICAO | LEI 14.071/2005 | NAO REMUNERADO | ORGAOS MUNICIPAIS | PENALIDADE | PERIODO | PESSOA JURIDICA | PROGRAMA CULTURAL | PROGRAMA MUNICIPAL DE FOMENTO A DANCA PARA A CIDADE DE SAO PAULO | PROGRAMA SOCIAL | PROIBICAO | PROJETO | PROPONENTE | RESPONSABILIDADE | SELECAO | SOCIEDADE CIVIL;Ver. PROFESSOR TONINHO VESPOLI (PSOL)
PL 656/2025;Dispõe sobre a elaboração de estatísticas sobre a violência contra a população LGBTQIAP+ no âmbito do Município de São Paulo, e dá outras providências.;ACESSO | ADMINISTRACAO DIRETA | ADMINISTRACAO INDIRETA | AGRESSAO | BISSEXUALIDADE | CMSP | COLETA | COMBATE | CONSULTA | DADOS | DADOS PESSOAIS | DISPONIBILIDADE | ESTATISTICA | HOMOSSEXUALIDADE | INTERNET | METODOLOGIA | MUNICIPE | ORGANIZACAO | ORGAOS MUNICIPAIS | PADRONIZACAO | PERIODO | PESSOA INTERSEXO | PLATAFORMA TECNOLOGICA | PMSP | POLITICAS PUBLICAS | POPULACAO | PROTECAO | TRANSEXUALIDADE | TRANSPARENCIA ADMINISTRATIVA | TRAVESTI | TRIBUNAL DE CONTAS DO MUNICIPIO | VIOLENCIA | VITIMA;Ver. KEIT LIMA (PSOL)
PL 655/2025;Dispõe sobre a elaboração de estatísticas sobre a violência contra a população preta no âmbito do Município de São Paulo, e dá outras providências.;ACESSO | ACOMPANHAMENTO | ADMINISTRACAO DIRETA | ADMINISTRACAO INDIRETA | AGRESSAO | ANALISE | ASSISTENCIA SOCIAL | ATENDIMENTO | BANCO DE DADOS | BOLETIM ( PERIODICO ) | CLASSIFICACAO | CMSP | COLETA | CONSOLIDACAO | CONTINUACAO | CRIACAO | DADOS | DADOS PESSOAIS | DECLARACAO | DIGNIDADE | DIREITOS E GARANTIAS INDIVIDUAIS | DISCRIMINACAO RACIAL | DISPONIBILIDADE | DIVULGACAO | EDUCACAO | ESTATISTICA | FORNECIMENTO | GENERO ( SEXO ) | GRUPO ETNICO | IBGE | IDADE | IDENTIFICACAO | IGUALDADE | INFORMACAO | INSTITUICAO ( ENTIDADE ) | INTEGRACAO | INTERNET | METODOLOGIA | NEGRO | NOTIFICACAO | ORGANIZACAO | ORGAOS MUNICIPAIS | PADRONIZACAO | PATRIMONIO | PERIODO | PLATAFORMA TECNOLOGICA | PMSP | POLITICAS PUBLICAS | POPULACAO | PREVENCAO | PROMOCAO | PROTECAO | PSICOLOGIA | RACA | RECURSOS HUMANOS | REGIAO | REGISTRO | SAUDE ( ASSUNTO GERAL ) | SEGURANCA PUBLICA | SIMBOLO | SISTEMA MUNICIPAL DE MONITORAMENTO DA VIOLENCIA CONTRA A POPULACAO PRETA | TRANSPARENCIA ADMINISTRATIVA | TRIBUNAL DE CONTAS DO MUNICIPIO | VIOLACAO | VIOLENCIA | VIOLENCIA POLICIAL | VITIMA;Ver. KEIT LIMA (PSOL)
PL 654/2025;Denomina Praça Oswaldo Grant o espaço público  delimitado pelas Rua Carlos Camargo Aranha e pela Rua Professor Joaquim Osório de Azevedo, no Distrito de Santana, na Subprefeitura de Santana-Tucuruvi.;CARLOS CAMARGO ARANHA ( RUA ) | DENOMINACAO | JOAQUIM OSORIO DE AZEVEDO ( RUA PROFESSOR ) | LOGRADOURO PUBLICO | OSVALDO GRANT ( PRACA ) | PRACA PUBLICA | SANTANA ( DISTRITO ) | VILA RABELO;Ver. JOÃO JORGE (MDB)
PL 653/2025;Institui a instalação dos trabalhos da Fundação “Prof. Dr. Manoel Pedro Pimentel” – FUNAP no Município de São Paulo e regulamenta a inclusão de presos do regime semiaberto em programas de trabalho sob coordenação das Subprefeituras e vigilância da Guarda Civil Metropolitana.;ACOMPANHAMENTO | APOIO | AREA DE USO COMUM | CADASTRO | CALCADA | CAPINA | COMITE MUNICIPAL DE ACOMPANHAMENTO | CONSERVACAO | CONTAGEM | CONTRATO | CONTROLE | CONVENIO | COORDENACAO | CRIME | CRITERIOS | CURSOS | DADOS | DETENTO | DIREITOS E GARANTIAS INDIVIDUAIS | DISPONIBILIDADE | DISTRIBUICAO | EMPRESA | EQUIPAMENTO DE PROTECAO INDIVIDUAL | EQUIPAMENTOS | ESPACO PUBLICO | ESPECIALISTA | FISCALIZACAO | FORMACAO PROFISSIONAL | FORNECIMENTO | FUNAP | GARANTIA | GOVERNO ESTADUAL | GOVERNO FEDERAL | GRUPO DE TRABALHO | GUARDA CIVIL METROPOLITANA | HABILITACAO | HABILITACAO PROFISSIONAL | IMPACTO SOCIAL | IMPLEMENTACAO | INCENTIVO | INCLUSAO | INDICADOR SOCIAL | INSTALACAO | LEI 01.238/1976 ( ESTADUAL ) | LEI 07.210/1984 ( FEDERAL ) | LEI DE EXECUCAO PENAL | LIMPEZA | MANUTENCAO | MEMBROS | MOBILIARIO URBANO | OFERTA | OFERTA DE EMPREGO | OPORTUNIDADE | ORGAOS PUBLICOS | PARCERIA | PARQUE MUNICIPAL | PARTICIPACAO | PINTURA | PMSP | PRACA PUBLICA | PROGRAMA DE TRABALHO | PROGRESSAO DE REGIME PENITENCIARIO | QUALIDADE | REDUCAO | REGIAO | REGIME PENITENCIARIO | REGIME SEMIABERTO | REGULAMENTACAO | REINCIDENCIA | RELATORIO | REMUNERACAO | REPRESENTANTE | SALARIO | SEGURANCA PUBLICA | SERVICOS DE LIMPEZA E CONSERVACAO | SETOR PRIVADO | SOCIALIZACAO | SOCIEDADE CIVIL | SUBPREFEITURA | TEMPO | TRABALHO | UNIFORME | VARRICAO | VIGILANCIA;Ver. SARGENTO NANTES (PP)
PL 652/2025;Institui o Programa denominado “Lar Transcestral” de Acolhimento de Longa Permanência para Pessoas Idosas LGBTQIA+ no Município de São Paulo e dá outras providências.;ABANDONO | ACESSIBILIDADE | ACESSO | ALIMENTACAO | ASILO | ASSISTENCIA JURIDICA | ASSISTENCIA MEDICA | ASSISTENCIA PSICOLOGICA | ASSISTENCIA SOCIAL | ASSISTENTE SOCIAL | ATIVIDADE CULTURAL | ATIVIDADE EDUCATIVA | ATIVIDADE ESPORTIVA | ATIVIDADE FISICA | ATIVIDADE RECREATIVA | AUTONOMIA | BISSEXUALIDADE | COMUNICACAO | CONFORTO | DIGNIDADE | DIREITOS E GARANTIAS INDIVIDUAIS | DIREITOS POLITICOS | DIREITOS SOCIAIS | DISCRIMINACAO | DIVERSIDADE CULTURAL | EQUIPE INTERDISCIPLINAR | ESTATUTO DA PESSOA IDOSA | EVENTOS | FAMILIA | FISIOTERAPEUTA | GENERO ( SEXO ) | GERIATRA | HABILITACAO PROFISSIONAL | HABITABILIDADE | HIGIENE | HOMOSSEXUALIDADE | HORMONIOTERAPIA | HOSPEDAGEM | IDADE | IDOSO | IMOVEL | INCENTIVO | INFRAESTRUTURA | INSTALACOES | INSTITUICAO DE LONGA PERMANENCIA PARA IDOSOS | LAZER | LEI 10.098/2000 ( FEDERAL ) | LEI 10.741/2003 ( FEDERAL ) | LOCACAO | MEDIACAO | MEDICAMENTOS | MEDICO | NORMAS | NUTRICIONISTA | ORIENTACAO SEXUAL ( SEXUALIDADE ) | PARTICIPACAO | PERMANENCIA | PESSOA COM DEFICIENCIA | PESSOA INCAPACITADA | PESSOA INTERSEXO | PROGRAMA LAR TRANSCESTRAL DE ACOLHIMENTO DE LONGA PERMANENCIA PARA PESSOAS IDOSAS LESBICAS, GAYS, BISSEXUAIS E TRANSEXUAIS E TRAVESTIS E DEMAIS INTEGRANTES DA COMUNIDADE LGBTQIA+ | PROTECAO | PSICOLOGO | RAMPA DE ACESSO | REFORMA | REGISTRO | RELIGIAO | RESPEITO | SAUDE ( ASSUNTO GERAL ) | SERVIDOR | TERAPEUTA OCUPACIONAL | TRANSEXUALIDADE | TRANSPORTE | TRAVESTI | VACINACAO | VIOLENCIA | VIOLENCIA CONTRA O IDOSO | VITIMA;Ver. AMANDA PASCHOAL (PSOL)
PL 651/2025;Institui a Política Municipal de Desburocratização e Atenção Integral às Pessoas com Esclerose Lateral Amiotrófica (ELA) denominada Robson José de Moraes.;ACESSO | ASSISTENCIA MEDICA | ATENCAO | ATENDE ( SERVICO ) | ATENDIMENTO DIFERENCIADO | ATENDIMENTO DOMICILIAR | ATENDIMENTO HUMANIZADO | ATUALIZACAO | BENEFICIO | CADASTRO UNICO MUNICIPAL DE PESSOAS COM ELA | CET | CONVENIO | CRIACAO | DADOS | DESBUROCRATIZACAO | DIREITOS E GARANTIAS INDIVIDUAIS | DOENTE | EQUIPE INTERDISCIPLINAR | ESCLEROSE LATERAL AMIOTROFICA | ESTACIONAMENTO | EXAME DE LABORATORIO | FACILITACAO | FARMACIA DE ALTO CUSTO | HABILITACAO | HOSPITAL ESTADUAL | HUMANIZACAO DA ASSISTENCIA MEDICA | INSS | INTEGRACAO | INTEGRACAO SOCIAL | ISENCAO | LAUDO MEDICO | MEDICAMENTOS | MEDICO | ORGAOS ESTADUAIS | ORGAOS FEDERAIS | ORGAOS PUBLICOS | PARCERIA | POLITICA MUNICIPAL DE DESBUROCRATIZACAO E ATENCAO INTEGRAL AS PESSOAS COM ESCLEROSE LATERAL AMIOTROFICA (ELA) DENOMINADA ROBSON JOSE DE MORAIS | POLITICAS PUBLICAS | PRAZO | RECEITA FEDERAL | REDE MUNICIPAL DE SAUDE | REPRESENTANTE LEGAL | RESERVA | ROBSON JOSE DE MORAIS | RODIZIO DE VEICULOS | SECRETARIA MUNICIPAL DA SAUDE | SERVICOS PUBLICOS | SERVIDOR | SISTEMA DE INFORMACAO | SOCIEDADE CIVIL | TECNOLOGIA ASSISTIVA | TRANSPORTE | VAGA | VALIDADE;Ver. SARGENTO NANTES (PP)
PL 650/2025;Institui o Fundo Municipal de Promoção dos Direitos LGBTQIA+ (FUMLGBT-SP) e dá outras providências.;ABANDONO | ACAO SOCIAL | ACESSO | ACOMPANHAMENTO | ADMINISTRACAO FINANCEIRA | AIDS | APLICACAO DE RECURSOS | APLICACAO FINANCEIRA | BISSEXUALIDADE | CAMPANHA EDUCATIVA | CAPACITISMO | CAPTACAO DE RECURSOS | CASA DE APOIO | CENTRO DE ACOLHIDA | CENTRO DE CONVIVENCIA | CIDADANIA | COLETIVO CULTURAL | COMBATE | CONCURSO | CONSELHO MUNICIPAL DE POLITICAS LGBTQIA+ | CONTRATO | CONTRIBUICAO ( PAGAMENTO ) | CONVENIO | CREDITO SUPLEMENTAR | CRIACAO | CRITERIOS | CULTURA | DADOS | DANOS | DEFESA | DESPESA | DESPESA DE CAPITAL | DESTINACAO | DIREITOS E GARANTIAS INDIVIDUAIS | DIREITOS REPRODUTIVOS | DIRETRIZ | DISCRIMINACAO | DISCRIMINACAO ETARIA | DIVERSIDADE CULTURAL | DIVULGACAO | DOACAO | EDITAL | EDUCACAO | EMPREGADO | EQUIDADE | ESCOLARIDADE | ESPORTE | EVASAO ESCOLAR | FINANCIAMENTO | FISCALIZACAO | FOMENTO | FUNDO MUNICIPAL | FUNDO MUNICIPAL DE PROMOÇÃO DOS DIREITOS LGBTQIA+ | GENERO ( SEXO ) | GOVERNO FEDERAL | HABILITACAO | HABITACAO | HIV | HOMOFOBIA | HOMOSSEXUALIDADE | IDENTIDADE | IDOSO | INCENTIVO | INCLUSAO DIGITAL | INDIGENA | INSERCAO | INSTITUICAO ( ENTIDADE ) | INTEGRACAO SOCIAL | LEGADO | LEI 11.785/1995 | LEI 17.301/2020 | MERCADO DE TRABALHO | MOBILIZACAO | MORADOR DE RUA | MORTE | MULTA | NEGRO | ORCAMENTO | ORGANIZACAO INTERNACIONAL | ORGAOS PUBLICOS | ORIENTACAO SEXUAL ( SEXUALIDADE ) | PAIS ( NACAO ) | PARADA DO ORGULHO LGBT | PARCERIA | PESQUISA | PESSOA COM AIDS | PESSOA COM DEFICIENCIA | PESSOA FISICA | PESSOA INTERSEXO | PESSOA JURIDICA | POLITICAS PUBLICAS | POPULACAO | PREMIO | PROGRAMA | PROGRAMA CULTURAL | PROGRAMA DE ESPORTES | PROGRAMA DE SAUDE | PROGRAMA SOCIAL | PROJETO | PROJETO EDUCACIONAL | RECEITA | RECURSOS FINANCEIROS | REDUCAO | REGULARIZACAO FUNDIARIA | RENDA | REPASSE FINANCEIRO | REPRESENTANTE | RESPEITO | SAUDE ( ASSUNTO GERAL ) | SAUDE MENTAL | SEGURANCA ALIMENTAR E NUTRICIONAL | SELECAO | SERVIDOR | SETOR PRIVADO | SOCIEDADE CIVIL | SUBVENCAO | TERMO DE COLABORACAO | TERMO DE COOPERACAO | TRANSEXUALIDADE | TRANSFERENCIA FINANCEIRA | TRANSFOBIA | TRAVESTI | UNIDADE DE SAUDE | VIOLENCIA | VULNERABILIDADE;Ver. AMANDA PASCHOAL (PSOL)
PL 649/2025;Estabelece restrições às medidas de desestatização que envolvam a área do Vale do Anhangabaú.;ACESSO | ALIENACAO | ANHANGABAU ( PARQUE ) | ANHANGABAU ( VALE DO ) | AREA | ARQUITETURA | ARRENDAMENTO | ASSENTIMENTO PREVIO | ATIVIDADE CULTURAL | ATIVIDADE EDUCATIVA | ATIVIDADE ESPORTIVA | AUTORIZACAO | BEM ESTAR SOCIAL | CARATER EXCEPCIONAL | CESSAO | CONCESSAO | CONCESSAO DE USO | CONTRATO | COOPERACAO | DESCARACTERIZACAO | DIREITO DE SUPERFICIE | ESPACO PUBLICO | EVENTOS | EXCECAO | GESTAO | IMOVEL TOMBADO | INTEGRACAO SOCIAL | INTERESSE PUBLICO | LEI 16.703/2017 | LIMITACAO | LOCACAO | ORGAOS PUBLICOS | PARCERIA | PATRIMONIO AMBIENTAL | PATRIMONIO CULTURAL | PATRIMONIO HISTORICO | PERMISSAO DE USO | PERMUTA | PMSP | POPULACAO | PRESERVACAO | PRIVATIZACAO | PROGRAMA MUNICIPAL DE PARCERIAS PUBLICO PRIVADAS | PROIBICAO | PROTECAO AMBIENTAL | REPUBLICA ( DISTRITO ) | RESOLUCAO CONPRESP 06/1991 | RESTRICAO | SOCIEDADE | TOMBAMENTO | VULNERABILIDADE;Ver. NABIL BONDUKI (PT)
PL 648/2025;Dispõe sobre a vedação da eutanásia de cães e gatos no Município de São Paulo, estabelece exceções, revoga dispositivo da Lei nº 13.131, de 18 de maio de 2001, e dá outras providências.;AGRESSOR | ALTERACAO | ANESTESIA | ANIMAL ABANDONADO | ANIMAL DOMESTICO | APREENSAO | ATESTADO MEDICO | CAO | CAO AGRESSIVO | CENTRO DE CONTROLE DE ZOONOSES | COMPROVACAO | CONSELHO FEDERAL DE MEDICINA VETERINARIA | CONSELHO REGIONAL DE MEDICINA VETERINARIA | DIAGNOSTICO | DIREITO A VIDA | DIRETRIZ | DOACAO | DOENCA ANIMAL | DOENCA INCURAVEL | DOENCA TRANSMISSIVEL | EXCECAO | GATO | INSCRICAO | INSTITUICAO DE PESQUISA | INSTITUICAO EDUCACIONAL | LAUDO MEDICO | LAUDO TECNICO | LEI 13.131/2001 | MEDICO VETERINARIO | ORGAOS PUBLICOS | PROIBICAO | PROTECAO AOS ANIMAIS | RESOLUCAO | SACRIFICIO DE ANIMAL | SAUDE PUBLICA | ZOONOSES URBANAS;Ver. GABRIEL ABREU (PODE)
PL 647/2025;Altera a Lei nº 14.485 de 19 de julho de 2007, para incluir no Calendário de Eventos da cidade de São Paulo o “Shimano Fest – Festival da Bicicleta”.;ALTERACAO | BICICLETA | CALENDARIO OFICIAL DE EVENTOS | CICLISTA | EVENTOS | LEI 14.485/2007 | SHIMANO FEST – FESTIVAL DA BICICLETA;Ver. RENATA FALZONI (PSB)
PL 646/2025;Dispõe sobre a promoção do bem-estar animal e punição de maus-tratos em estabelecimentos prestadores de serviços de banho & tosa e cuidados estéticos, tais como PetShops, e dá outras providências.;ABUSO | AGRESSAO | ALVARA DE LOCALIZACAO E FUNCIONAMENTO | ANIMAL DOMESTICO | CASSACAO | CLINICA VETERINARIA | COLEIRA DE ANIMAL | COORDENADORIA DE SAUDE E PROTECAO AO ANIMAL DOMESTICO | DANOS | DENUNCIA | DOR | ESTABELECIMENTO COMERCIAL | ESTETICA | FISCALIZACAO | HIGIENE | INTEGRIDADE CORPORAL | MORTE | NEGLIGENCIA | OUVIDORIA GERAL DO MUNICIPIO | PENALIDADE | PET SHOP | PRESTACAO DE SERVICO | PREVENCAO | PROIBICAO | PROTECAO AOS ANIMAIS | PROTETOR DE ANIMAIS DOMESTICOS | PUNICAO | REINCIDENCIA | REPRESSAO | RESPONSABILIDADE SOLIDARIA | SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE | SERVICO DE ATENDIMENTO AO CIDADAO ( PMSP ) | VIOLENCIA;Ver. AMANDA VETTORAZZO (UNIÃO)
PL 645/2025;Dispõe sobre a implementação de um Programa na Rede de Educação Municipal de São Paulo, abrangendo instituições públicas e privadas, para orientar pais, responsáveis e alunos, bem como capacitar professores sobre os impactos negativos de músicas que contenham apologia ao crime, ao uso de drogas, conteúdo pornográfico e linguagem obscena.;ADOLESCENTE | ASSISTENCIA PSICOLOGICA | ASSISTENCIA SOCIAL | ATENTADO AO PUDOR | ATO ILICITO | CAMPANHA EDUCATIVA | CIDADANIA | CONSCIENTIZACAO | CONSUMO | CRIACAO | CRIANCA | CRIME | CURSOS | DANOS | DEBATE | DEFESA | DIALOGO | DIFERENCA | DIVERSIDADE CULTURAL | DROGA | ELOGIO | ENSINO MUNICIPAL | ESCOLA MUNICIPAL | ESCOLA PARTICULAR | ESCOLA PUBLICA | ESTABELECIMENTO DE ENSINO | ESTUDANTE | ETICA | FAMILIA | FORMACAO | HABILITACAO | INCENTIVO | JUSTIFICATIVA | LETRA DE MUSICA | LINGUAGEM VULGAR | MUSICA | OBSCENIDADE | ORIENTACAO | PAIS ( GENITORES ) | PALESTRA | PAZ | PORNOGRAFIA | PROFESSOR | PROGRAMA | PROGRAMA DE CONSCIENTIZACAO MUSICAL NA REDE MUNICIPAL DE ENSINO | PROJETO EDUCACIONAL | PROTECAO | RESPEITO | RESPONSAVEL | SEXO | SEXO EXPLICITO | VALORIZACAO;Ver. SARGENTO NANTES (PP)
PL 644/2025;Dispõe sobre a garantia do acesso ao tratamento clínico especializado e precoce em distúrbios de fala e comunicação na infância no município de São Paulo, e dá outras providências.;ACESSO | ACOMPANHAMENTO | AFASIA | APOIO | APRAXIA DE FALA | ASSISTENCIA MEDICA | ATENDIMENTO DIFERENCIADO | AVALIACAO | COMUNICACAO | CONTINUACAO | CRIANCA | CUIDADOR | DIREITO A SAUDE | DISTURBIOS DA FALA | ENCAMINHAMENTO | EQUIPE INTERDISCIPLINAR | ESCOLA MUNICIPAL DE EDUCACAO INFANTIL | FONOAUDIOLOGIA | FONOAUDIOLOGO | GAGUEIRA | GARANTIA | HABILITACAO | IDENTIFICACAO | INFANCIA | LINGUAGEM | MATERIAL HOSPITALAR | MEDICO | MUSICOTERAPIA | NEUROLOGISTA | POSTO DE SAUDE | PROFESSOR | PROFISSIONAL DE EDUCACAO | PROFISSIONAL DE SAUDE | PSICOLOGO | RECONHECIMENTO | SECRETARIA MUNICIPAL DA SAUDE | SECRETARIA MUNICIPAL DE EDUCACAO | SELECAO | SERVIDOR DO ENSINO | SISTEMA DE COMUNICACAO | TECNOLOGIA ASSISTIVA | TERAPEUTA OCUPACIONAL | TERAPEUTICA | TRANSTORNO DO DESENVOLVIMENTO DA LINGUAGEM | UNIDADE DE SAUDE;Ver. GILBERTO NASCIMENTO (PL)
PL 643/2025;Dispõe sobre a criação da Inspetoria de Atendimento ao Turista da Guarda Civil Metropolitana – “INSPETUR” e dá outras providências.;AEROPORTO | ARQUITETURA | ATENCAO | ATENDIMENTO | CARGO EFETIVO | CONHECIMENTO | CRIACAO | CRIMINALIDADE | DISCIPLINA | ESPECIALIZACAO | ESTRANGEIRO | EVENTOS | GUARDA CIVIL METROPOLITANA | GUARDA CIVIL METROPOLITANO | HIERARQUIA | INSPETORIA DE ATENDIMENTO AO TURISTA | LINGUA ESTRANGEIRA | ORGANIZACAO ADMINISTRATIVA | ORGAOS MUNICIPAIS | PATRIMONIO CULTURAL | PATRIMONIO HISTORICO | PATRIMONIO TURISTICO | PLANEJAMENTO | POLICIAMENTO | PREVENCAO | PROTECAO | QUADRO DE PESSOAL ( GCM ) | SECRETARIA MUNICIPAL DE SEGURANCA URBANA | SECRETARIA MUNICIPAL DE TURISMO | SEGURANCA PUBLICA | SPTURIS | TERMINAL RODOVIARIO | TURISMO | TURISTA | VISITANTE;Ver. GILBERTO NASCIMENTO (PL)
PL 642/2025;"Denomina ""Pracinha Colorida"" o espaço público localizado na confluência da R. José Siqueira Brito – Brasilândia, São Paulo – SP, (CEP:02845-160), com a R. Joaquim Ferreira da Rocha – Brasilândia, São Paulo – SP, (CEP:02845-000), Subprefeitura da Freguesia do Ó/Brasilândia, no Município de São Paulo, e dá outras providências.";BRASILANDIA ( DISTRITO ) | COLORIDA ( PRACINHA ) | DENOMINACAO | ESPACO PUBLICO | JOAQUIM FERREIRA DA ROCHA ( RUA ) | JOSE SIQUEIRA BRITO ( RUA ) | LOGRADOURO PUBLICO | PRACA PUBLICA | VILA ITABERABA;Ver. SANDRA SANTANA (MDB)
PL 641/2025;"Altera a Lei nº 14.485, de 19 de julho de 2007, para incluir no Calendário de Eventos da Cidade de São Paulo o ""Dia da Música Clássica nas Escolas Municipais de São Paulo - em homenagem ao Maestro João Carlos Martins "", a ser comemorado anualmente no dia 18 de outubro, e dá outras providências.";ALTERACAO | APRESENTACAO | ATIVIDADE CULTURAL | CALENDARIO OFICIAL DE EVENTOS | DATA COMEMORATIVA | DIA DA MUSICA CLASSICA NAS ESCOLAS MUNICIPAIS DE SAO PAULO – EM HOMENAGEM AO MAESTRO JOAO CARLOS MARTINS | EDUCADOR | ESCOLA DE MUSICA | ESCOLA MUNICIPAL | ESCOLA PUBLICA | ESPECIALISTA | ESPETACULO MUSICAL | ESTUDANTE | EXIBICAO | EXPOSICAO | FILME | HOMENAGEM | INCENTIVO | INSTITUICAO CULTURAL | JOAO CARLOS GANDRA DA SILVA MARTINS | LEI 14.485/2007 | MATERIAL ESCOLAR | MUSICA CLASSICA | MUSICO | OFICINA ( CURSO ) | ORQUESTRA | PALESTRA | PARCERIA | SOCIEDADE CIVIL | UNIVERSIDADE | VALORIZACAO;Ver. ADRILLES JORGE (UNIÃO)
